Temp		    	HumS		    	HumA		    	Luz			        Caudal			  Flujo			
24.165879			75.674213			84.266709			261.000000			0.000000			0.000000			
20.212518			74.142798			83.384435			261.000000			0.000000			0.000000			
23.004964			72.728002			81.586713			261.000000			0.000000			0.000000			
23.793128			72.514154			81.210839			261.000000			0.000000			0.000000			
22.468465			71.169712			84.276893			261.000000			0.000000			0.000000			
22.539728			70.118279			83.066495			261.000000			0.000000			0.000000			
21.982222			70.109929			81.047818			261.000000			0.000000			0.000000			
22.313024			69.451655			84.149914			261.000000			0.000000			0.000000			
24.442875			68.229678			81.697172			261.000000			0.000000			0.000000			
23.894253			67.589983			84.608855			261.000000			0.000000			0.000000			
23.972975			65.840211			83.761421			261.000000			0.000000			0.000000			
23.924787			64.709046			84.087079			261.000000			0.000000			0.000000			
21.360596			64.278630			81.336876			261.000000			0.000000			0.000000			
22.600765			63.392325			84.790544			261.000000			0.000000			0.000000			
23.320380			62.342025			84.311866			261.000000			0.000000			0.000000			
20.765137			60.725825			82.824679			261.000000			0.000000			0.000000			
21.821010			60.582553			81.634818			261.000000			0.000000			0.000000			
21.785392			60.166566			81.719160			261.000000			0.000000			0.000000			
23.894974			59.019550			81.545542			261.000000			0.000000			0.000000			
20.998305			57.684621			84.259742			261.000000			0.000000			0.000000			
20.202816			56.332854			83.262031			261.000000			0.000000			0.000000			
24.844644			54.355485			84.680947			261.000000			0.000000			0.000000			
24.087368			53.960399			81.088225			261.000000			0.000000			0.000000			
22.750297			53.341882			83.426146			261.000000			0.000000			0.000000			
23.037429			52.158294			80.097363			261.000000			0.000000			0.000000			
21.318057			51.710637			81.508808			261.000000			0.000000			0.000000			
22.951967			50.112076			83.931249			261.000000			0.000000			0.000000			
21.374852			48.772267			81.751814			261.000000			0.000000			0.000000			
22.014235			47.899345			83.281420			261.000000			0.000000			0.000000			
23.408819			46.764293			84.333228			261.000000			0.000000			0.000000			
23.882560			44.828691			80.131419			261.000000			0.000000			0.000000			
23.004889			44.281118			81.975814			261.000000			0.000000			0.000000			
22.330488			43.242205			84.459347			261.000000			0.000000			0.000000			
20.263398			42.856561			83.776589			261.000000			0.000000			0.000000			
20.832139			41.045163			81.415425			261.000000			0.000000			0.000000			
23.204272			40.916751			81.242044			261.000000			0.000000			0.000000			
24.433684			39.864424			83.261443			261.000000			0.000000			0.000000			
22.391723			37.967428			83.607987			261.000000			0.000000			0.000000			
24.577355			36.925397			80.157917			261.000000			0.000000			0.000000			
22.541663			35.984324			82.462278			261.000000			0.000000			0.000000			
24.062719			34.258270			83.773154			261.000000			0.000000			0.000000			
21.602707			33.814833			82.208035			261.000000			0.000000			0.000000			
21.512253			32.977265			82.613133			261.000000			0.000000			0.000000			
23.946889			32.092697			81.633073			261.000000			0.000000			0.000000			
22.776032			30.287226			84.388611			261.000000			0.000000			0.000000			
21.216530			29.186100			84.571374			261.000000			0.000000			0.000000			
22.318688			28.808877			84.480697			261.000000			0.000000			0.000000			
20.170879			28.715594			81.764703			261.000000			0.000000			0.000000			
20.689562			27.811907			81.192902			261.000000			0.000000			0.000000			
20.462430			26.195005			81.309280			261.000000			0.000000			0.000000			
23.576824			25.833577			81.365081			261.000000			0.000000			0.000000			
24.605005			24.853422			81.831878			261.000000			0.000000			0.000000			
21.372224			23.229402			82.697920			261.000000			0.000000			0.000000			
22.092934			21.849434			81.402881			261.000000			0.000000			0.000000			
22.043934			21.529669			82.984061			261.000000			0.000000			0.000000			
23.896412			19.860163			81.881190			261.000000			0.000000			0.000000			
24.988951			18.493245			80.240667			261.000000			0.000000			0.000000			
24.945647			18.357377			84.627816			261.000000			0.000000			0.000000			
20.633665			17.027141			82.549152			261.000000			0.000000			0.000000			
21.402398			16.907591			82.645531			261.000000			0.000000			0.000000			
24.014689			15.648368			84.389106			261.000000			0.000000			0.000000			
21.560273			15.371103			80.746865			261.000000			0.000000			0.000000			
20.833288			14.706642			80.940692			261.000000			0.000000			0.000000			
21.687488			14.583324			84.696407			261.000000			0.000000			0.000000			
20.587653			14.140570			80.434635			261.000000			0.000000			0.000000			
20.584632			13.500110			80.908034			261.000000			0.000000			0.000000			
23.318834			11.733957			83.629770			261.000000			0.000000			0.000000			
21.076796			9.759643			80.039194			261.000000			0.000000			0.000000			
20.317189			8.655575			83.845063			261.000000			0.000000			0.000000			
21.396804			8.267261			82.488798			261.000000			0.000000			0.000000			
20.510795			7.172475			80.775735			261.000000			0.000000			0.000000			
24.585881			5.744259			80.289721			261.000000			0.000000			0.000000			
22.015105			5.651470			84.590201			261.000000			0.000000			0.000000			
22.365494			3.851562			82.305897			261.000000			0.000000			0.000000			
20.776017			3.488903			84.217660			261.000000			0.000000			0.000000			
22.351589			2.141135			83.301574			261.000000			0.000000			0.000000			
22.506332			0.820628			82.720513			261.000000			0.000000			0.000000			
20.837103			0.882432			80.311066			261.000000			15.466698			1.000000			
21.526301			0.993399			84.552345			261.000000			14.458962			1.000000			
24.922769			1.607858			80.464503			261.000000			18.064357			1.000000			
24.495055			3.270232			83.325103			261.000000			15.236980			1.000000			
22.389043			4.666421			81.499813			261.000000			16.225196			1.000000			
21.936522			5.727605			80.679964			261.000000			18.021942			1.000000			
23.660181			6.849147			81.853063			261.000000			15.972088			1.000000			
21.302208			8.203448			82.845064			261.000000			11.667105			1.000000			
23.034798			8.302691			82.816934			261.000000			17.994444			1.000000			
21.520426			9.284578			84.082522			261.000000			13.922619			1.000000			
21.493928			9.677092			82.297474			261.000000			13.243959			1.000000			
21.581415			11.663414			80.478229			261.000000			11.225688			1.000000			
23.915845			13.603114			84.158601			261.000000			19.819459			1.000000			
23.974945			15.257769			82.461495			261.000000			17.840341			1.000000			
23.917081			16.449120			83.379387			261.000000			13.343411			1.000000			
22.384205			18.353318			81.586700			261.000000			18.375433			1.000000			
21.546759			19.593240			84.492522			261.000000			15.295386			1.000000			
22.946574			21.464480			80.723290			261.000000			17.526590			1.000000			
20.528564			22.182547			82.198640			261.000000			18.072922			1.000000			
22.712394			24.120691			82.602622			261.000000			11.088699			1.000000			
21.837811			24.577580			80.117181			261.000000			11.210029			1.000000			
23.987765			26.118610			84.394312			261.000000			17.672750			1.000000			
20.293002			26.598884			80.128068			261.000000			15.797147			1.000000			
22.267676			27.480683			82.674502			261.000000			19.159498			1.000000			
24.695038			27.974473			84.686164			261.000000			19.855002			1.000000			
23.688948			29.502325			80.276089			261.000000			12.218590			1.000000			
22.724633			31.358045			82.868892			261.000000			11.488863			1.000000			
21.522226			31.394982			83.002492			261.000000			12.442791			1.000000			
23.278955			31.765668			83.001689			261.000000			13.212623			1.000000			
24.865423			31.769066			83.312015			261.000000			12.611035			1.000000			
22.023775			33.206070			82.351782			261.000000			12.164649			1.000000			
23.801989			34.537728			80.532647			261.000000			18.885886			1.000000			
21.167707			36.485898			82.902877			261.000000			15.292787			1.000000			
21.149591			36.848803			82.601396			261.000000			13.785904			1.000000			
23.885322			38.112944			84.326431			261.000000			10.695702			1.000000			
22.695253			40.036043			81.981896			261.000000			15.624460			1.000000			
21.611369			40.235591			83.847249			261.000000			13.069567			1.000000			
22.854005			40.954412			82.932405			261.000000			16.931152			1.000000			
24.336812			42.783723			80.934285			261.000000			10.566282			1.000000			
20.958120			44.169885			83.782769			261.000000			10.435890			1.000000			
23.678347			44.685148			83.501928			261.000000			16.863282			1.000000			
20.015491			45.014339			83.342104			261.000000			13.018231			1.000000			
20.135932			46.565524			81.158173			261.000000			19.705424			1.000000			
24.527360			46.946937			83.209179			261.000000			19.417988			1.000000			
21.174698			47.468269			83.602582			261.000000			15.543756			1.000000			
23.677841			48.011273			81.659928			261.000000			14.737970			1.000000			
22.940352			48.031082			84.465560			261.000000			16.486617			1.000000			
20.637307			49.704525			82.173634			261.000000			16.360605			1.000000			
24.468004			50.614026			83.389343			261.000000			16.535275			1.000000			
22.884294			52.102134			81.189150			261.000000			17.699191			1.000000			
21.046929			53.811698			83.628667			261.000000			17.415806			1.000000			
21.539340			54.785454			84.472072			261.000000			15.450855			1.000000			
20.303750			56.428064			80.398790			261.000000			18.090499			1.000000			
20.838119			58.360619			83.173297			261.000000			18.328855			1.000000			
23.536209			59.506558			81.256689			261.000000			13.467867			1.000000			
20.077471			59.938492			82.788363			261.000000			11.428808			1.000000			
23.825940			60.950591			84.778117			261.000000			13.775750			1.000000			
23.001732			61.072268			83.105363			261.000000			16.213089			1.000000			
22.190801			61.422924			81.153696			261.000000			14.006258			1.000000			
22.185623			61.795635			81.414714			261.000000			10.058905			1.000000			
20.178323			63.094091			82.953275			261.000000			16.135428			1.000000			
23.427460			65.004182			84.572040			261.000000			10.262508			1.000000			
23.678977			66.175195			81.727441			261.000000			15.235184			1.000000			
20.442219			66.918711			82.030193			261.000000			15.048648			1.000000			
21.422266			67.234343			81.824022			261.000000			18.959752			1.000000			
23.972557			67.996065			82.826140			261.000000			14.891804			1.000000			
23.041545			69.595983			82.945351			261.000000			14.125811			1.000000			
21.200227			70.426347			81.398453			261.000000			18.161825			1.000000			
22.435740			72.102162			80.173858			261.000000			16.606116			1.000000			
24.303230			72.730115			80.184662			261.000000			14.878867			1.000000			
21.383447			73.698191			80.834959			261.000000			10.522015			1.000000			
20.406335			74.384047			80.580986			261.000000			14.195046			1.000000			
22.969178			75.258075			81.640135			261.000000			12.797537			1.000000			
21.234941			76.648505			84.379800			261.000000			12.869532			1.000000			
20.990943			77.050312			81.064268			261.000000			11.741614			1.000000			
21.428960			77.707506			82.560544			261.000000			17.514276			1.000000			
22.288770			78.236574			82.674768			261.000000			15.776687			1.000000			
22.643429			78.628088			80.767308			261.000000			13.979540			1.000000			
22.953185			79.694634			83.250263			261.000000			13.174935			1.000000			
22.010044			81.444446			84.165686			261.000000			15.696324			1.000000			
24.396795			80.520267			83.488261			261.000000			0.000000			0.000000			
23.986533			79.175928			80.773176			261.000000			0.000000			0.000000			
20.445231			78.872652			83.243579			261.000000			0.000000			0.000000			
23.668032			77.947400			83.635544			261.000000			0.000000			0.000000			
24.856269			76.897529			84.270899			261.000000			0.000000			0.000000			
20.170834			75.234624			80.619967			261.000000			0.000000			0.000000			
24.634889			73.935769			83.807880			261.000000			0.000000			0.000000			
22.466032			73.850726			82.723153			261.000000			0.000000			0.000000			
21.288869			72.429689			84.670314			261.000000			0.000000			0.000000			
23.284548			71.550281			82.297084			261.000000			0.000000			0.000000			
22.000752			69.803048			83.179421			261.000000			0.000000			0.000000			
23.902032			69.462721			82.702960			261.000000			0.000000			0.000000			
23.054941			68.248469			81.979155			261.000000			0.000000			0.000000			
22.452611			67.593235			80.177780			261.000000			0.000000			0.000000			
20.195236			67.359748			81.002107			261.000000			0.000000			0.000000			
21.166695			66.757750			81.292811			261.000000			0.000000			0.000000			
23.220691			66.112619			82.277053			261.000000			0.000000			0.000000			
20.880891			64.955144			84.733934			261.000000			0.000000			0.000000			
21.820789			62.992450			84.863829			261.000000			0.000000			0.000000			
21.423729			62.735745			84.919018			261.000000			0.000000			0.000000			
24.504790			60.856041			83.070244			261.000000			0.000000			0.000000			
24.773469			59.965713			81.392943			261.000000			0.000000			0.000000			
23.318137			59.769687			81.873925			261.000000			0.000000			0.000000			
22.069212			58.338279			84.624277			261.000000			0.000000			0.000000			
20.181465			56.966017			83.707703			261.000000			0.000000			0.000000			
23.890663			56.108905			84.115231			261.000000			0.000000			0.000000			
20.367476			55.780385			82.619420			261.000000			0.000000			0.000000			
24.620301			55.514547			81.157187			261.000000			0.000000			0.000000			
24.831614			55.051792			83.789561			261.000000			0.000000			0.000000			
22.971257			54.917981			84.611907			261.000000			0.000000			0.000000			
23.763403			53.054153			83.628969			261.000000			0.000000			0.000000			
20.289159			52.332493			80.866432			261.000000			0.000000			0.000000			
24.747105			50.756202			84.038097			261.000000			0.000000			0.000000			
24.352599			50.131663			81.935856			261.000000			0.000000			0.000000			
23.957932			50.000510			80.854215			261.000000			0.000000			0.000000			
24.537035			48.116083			80.161917			261.000000			0.000000			0.000000			
24.176010			47.407911			82.998620			261.000000			0.000000			0.000000			
22.520518			46.468702			84.407319			261.000000			0.000000			0.000000			
22.386742			44.531342			83.603153			261.000000			0.000000			0.000000			
22.488089			42.966246			80.116600			261.000000			0.000000			0.000000			
21.758010			41.459853			81.352088			261.000000			0.000000			0.000000			
21.239142			39.924190			81.536320			261.000000			0.000000			0.000000			
20.982797			38.502702			80.621560			261.000000			0.000000			0.000000			
24.982004			38.441088			84.522539			261.000000			0.000000			0.000000			
24.768215			36.986649			82.513615			261.000000			0.000000			0.000000			
24.460384			35.887882			84.488091			261.000000			0.000000			0.000000			
22.162156			35.792712			81.890060			261.000000			0.000000			0.000000			
20.105312			35.337045			80.521923			261.000000			0.000000			0.000000			
24.562022			35.181453			82.892895			261.000000			0.000000			0.000000			
24.186133			33.677471			82.241980			261.000000			0.000000			0.000000			
20.791626			32.359353			83.635538			261.000000			0.000000			0.000000			
23.553631			32.040704			82.489867			261.000000			0.000000			0.000000			
22.378701			31.255555			82.097452			261.000000			0.000000			0.000000			
20.675701			30.594647			83.900263			261.000000			0.000000			0.000000			
22.764309			29.167333			81.402634			261.000000			0.000000			0.000000			
22.146490			27.850596			83.826276			261.000000			0.000000			0.000000			
23.241245			27.590406			81.749275			261.000000			0.000000			0.000000			
20.509835			26.902303			84.655353			261.000000			0.000000			0.000000			
23.261364			26.411667			80.791650			261.000000			0.000000			0.000000			
23.262431			26.331371			81.558330			261.000000			0.000000			0.000000			
24.531500			25.636062			82.414018			261.000000			0.000000			0.000000			
20.271000			24.018528			84.544748			261.000000			0.000000			0.000000			
21.208761			22.215070			81.276120			261.000000			0.000000			0.000000			
21.789503			20.469888			81.603283			261.000000			0.000000			0.000000			
20.485803			19.270357			80.058899			261.000000			0.000000			0.000000			
24.699289			19.039915			83.875162			261.000000			0.000000			0.000000			
22.306619			17.801383			84.560923			261.000000			0.000000			0.000000			
22.707025			16.926720			81.552749			261.000000			0.000000			0.000000			
20.380897			15.025459			80.039356			261.000000			0.000000			0.000000			
22.642234			13.039667			82.677135			261.000000			0.000000			0.000000			
22.975650			11.227258			80.000806			261.000000			0.000000			0.000000			
24.310316			10.752657			80.387404			261.000000			0.000000			0.000000			
21.641196			9.037633			83.156035			261.000000			0.000000			0.000000			
23.146738			7.078408			80.897724			261.000000			0.000000			0.000000			
20.771138			5.791452			84.667381			261.000000			0.000000			0.000000			
21.773910			5.615902			83.977283			261.000000			0.000000			0.000000			
20.120565			4.086738			84.359134			261.000000			0.000000			0.000000			
24.603082			2.918648			83.161964			261.000000			0.000000			0.000000			
21.249315			2.342900			82.483520			261.000000			0.000000			0.000000			
21.311909			0.461414			83.125363			261.000000			0.000000			0.000000			
20.310906			2.102177			84.119126			261.000000			16.543200			1.000000			
22.155256			2.513337			82.336485			261.000000			12.127294			1.000000			
22.962961			3.329121			84.777298			261.000000			11.400540			1.000000			
24.725174			3.952193			82.253285			261.000000			12.356896			1.000000			
24.017655			5.501173			81.263420			261.000000			10.618201			1.000000			
24.859398			5.946946			82.995476			261.000000			15.638976			1.000000			
21.406859			6.713601			82.838471			261.000000			14.683822			1.000000			
20.216947			8.039795			81.146133			261.000000			10.050905			1.000000			
20.852491			8.617628			83.080961			261.000000			16.619312			1.000000			
23.141940			9.227052			83.188912			261.000000			18.474793			1.000000			
21.287935			9.934355			80.028336			261.000000			19.650120			1.000000			
23.880164			11.413422			83.725005			261.000000			10.376972			1.000000			
23.422277			13.135851			83.277300			261.000000			12.108733			1.000000			
21.011087			14.099372			84.917564			261.000000			12.738445			1.000000			
24.320171			14.707365			82.562034			261.000000			13.750781			1.000000			
22.901699			15.471858			82.075770			261.000000			12.946323			1.000000			
21.088677			17.051076			81.386651			261.000000			15.793889			1.000000			
24.435859			18.353766			82.243129			261.000000			19.093733			1.000000			
24.126873			19.147714			82.565451			261.000000			10.765228			1.000000			
24.571191			20.622900			80.662273			261.000000			13.187179			1.000000			
24.911395			21.991969			82.304684			261.000000			14.669950			1.000000			
21.373914			23.381443			84.831542			261.000000			10.798961			1.000000			
21.482241			24.445012			80.750165			261.000000			14.110955			1.000000			
24.510394			26.402954			82.723636			261.000000			13.806860			1.000000			
23.037431			28.129832			80.833828			261.000000			13.114707			1.000000			
22.308893			28.489291			81.247386			261.000000			17.645909			1.000000			
23.836569			30.054712			83.226685			261.000000			14.684352			1.000000			
21.230171			30.094579			84.814049			261.000000			16.915831			1.000000			
22.657901			32.046650			80.567772			261.000000			10.214093			1.000000			
24.235278			32.147761			82.379660			261.000000			15.110714			1.000000			
23.150663			33.710517			83.934631			261.000000			10.274050			1.000000			
23.403826			35.643201			82.773414			261.000000			15.352741			1.000000			
23.959065			36.076862			80.213924			261.000000			10.246924			1.000000			
20.808552			36.534172			84.412507			261.000000			17.421135			1.000000			
24.901131			38.133036			80.687865			261.000000			19.036951			1.000000			
24.078306			38.773532			83.473057			261.000000			10.349761			1.000000			
23.194041			39.601874			84.410775			261.000000			14.538784			1.000000			
24.939600			40.227734			80.056123			261.000000			11.427360			1.000000			
22.220001			40.355485			80.757361			261.000000			17.099672			1.000000			
20.648862			41.111266			83.691674			261.000000			19.286482			1.000000			
23.483225			42.094270			81.397315			261.000000			16.261111			1.000000			
22.593954			43.659469			81.192588			261.000000			18.077480			1.000000			
20.643353			45.252529			81.020218			261.000000			19.460830			1.000000			
24.737377			47.055670			84.271586			261.000000			16.035753			1.000000			
20.772851			48.722512			83.962529			261.000000			18.797001			1.000000			
20.697703			49.031493			83.836680			261.000000			15.910234			1.000000			
22.415149			49.274185			83.015569			261.000000			13.088494			1.000000			
21.721499			50.718871			83.007974			261.000000			15.022124			1.000000			
23.654075			52.365763			81.597631			261.000000			15.541678			1.000000			
21.925917			53.770971			82.970396			261.000000			16.282288			1.000000			
21.555280			54.267847			80.337177			261.000000			16.933003			1.000000			
22.052386			55.477880			80.910908			261.000000			10.132884			1.000000			
20.437783			56.269800			80.236238			261.000000			19.230932			1.000000			
20.892671			56.344890			84.472920			261.000000			13.171781			1.000000			
21.234225			57.989666			82.405914			261.000000			19.218400			1.000000			
21.140932			58.023044			84.044797			261.000000			14.400633			1.000000			
23.326915			58.191095			83.969987			261.000000			15.597088			1.000000			
21.296356			60.033390			84.589806			261.000000			11.365614			1.000000			
24.581403			61.375922			80.922288			261.000000			12.674031			1.000000			
22.424076			63.057739			83.057526			261.000000			17.894002			1.000000			
21.053692			63.306481			81.678639			261.000000			12.588108			1.000000			
24.148537			64.871962			84.678894			261.000000			15.433889			1.000000			
23.699341			64.974076			80.420149			261.000000			14.516150			1.000000			
21.236797			66.460592			81.961885			261.000000			19.964972			1.000000			
24.805210			67.501441			83.398928			261.000000			14.305378			1.000000			
22.560373			68.345790			81.968243			261.000000			10.460851			1.000000			
20.899636			69.658755			82.681739			261.000000			14.292068			1.000000			
24.942671			71.089526			80.496919			261.000000			10.438067			1.000000			
21.837953			71.988932			84.033658			261.000000			16.978184			1.000000			
21.850900			72.603675			82.409683			261.000000			19.894431			1.000000			
20.776894			74.392252			81.387230			261.000000			13.497868			1.000000			
20.901365			75.955143			80.559199			261.000000			13.195725			1.000000			
23.731543			76.869280			83.953533			261.000000			14.295108			1.000000			
23.261325			78.488576			80.454255			261.000000			17.837834			1.000000			
21.299377			80.113672			84.263216			261.000000			12.919006			1.000000			
24.404093			79.731008			82.491299			261.000000			0.000000			0.000000			
20.885009			79.496587			81.290319			261.000000			0.000000			0.000000			
24.719636			77.797272			83.089150			261.000000			0.000000			0.000000			
24.660368			77.056479			81.872207			261.000000			0.000000			0.000000			
21.044886			75.253054			82.802838			261.000000			0.000000			0.000000			
23.712152			74.333457			81.825595			261.000000			0.000000			0.000000			
20.758329			73.041096			81.713342			261.000000			0.000000			0.000000			
22.487641			72.091323			82.501593			261.000000			0.000000			0.000000			
22.524968			71.579035			83.767929			261.000000			0.000000			0.000000			
22.656561			69.622625			82.527989			261.000000			0.000000			0.000000			
23.971088			69.159468			83.735552			261.000000			0.000000			0.000000			
21.905499			67.980033			81.440713			261.000000			0.000000			0.000000			
24.395910			67.542502			81.172348			261.000000			0.000000			0.000000			
20.199588			67.348372			83.137219			261.000000			0.000000			0.000000			
22.158140			66.911803			83.512476			261.000000			0.000000			0.000000			
21.826204			66.071699			84.238806			261.000000			0.000000			0.000000			
24.130246			64.322353			84.321117			261.000000			0.000000			0.000000			
23.241088			62.980514			82.267586			261.000000			0.000000			0.000000			
20.134900			61.134723			80.648621			261.000000			0.000000			0.000000			
22.577126			59.824340			81.119923			261.000000			0.000000			0.000000			
23.946886			59.385781			81.047249			261.000000			0.000000			0.000000			
24.099705			58.303445			81.022231			261.000000			0.000000			0.000000			
20.291373			57.213571			82.858203			261.000000			0.000000			0.000000			
21.578267			55.685572			82.302756			261.000000			0.000000			0.000000			
21.806564			54.442834			84.458877			261.000000			0.000000			0.000000			
24.676208			52.951144			84.726748			261.000000			0.000000			0.000000			
21.911731			51.914111			82.686097			261.000000			0.000000			0.000000			
24.296084			51.514608			81.980697			261.000000			0.000000			0.000000			
24.015763			50.550738			82.483016			261.000000			0.000000			0.000000			
21.764634			50.215608			81.075177			261.000000			0.000000			0.000000			
22.501803			49.157215			83.219309			261.000000			0.000000			0.000000			
20.117496			47.235855			84.739395			261.000000			0.000000			0.000000			
23.738815			45.917019			82.511467			261.000000			0.000000			0.000000			
20.462571			44.843952			83.361755			261.000000			0.000000			0.000000			
21.853947			44.465410			83.698727			261.000000			0.000000			0.000000			
21.986456			43.058432			83.301873			261.000000			0.000000			0.000000			
20.142882			42.496036			83.567789			261.000000			0.000000			0.000000			
20.329613			40.611631			81.258551			261.000000			0.000000			0.000000			
20.052720			39.046396			84.991194			261.000000			0.000000			0.000000			
23.252888			38.643350			83.574602			261.000000			0.000000			0.000000			
20.632769			37.460200			80.852859			261.000000			0.000000			0.000000			
23.051944			37.332490			83.048013			261.000000			0.000000			0.000000			
24.092078			37.062747			83.733529			261.000000			0.000000			0.000000			
23.775730			36.571735			83.144048			261.000000			0.000000			0.000000			
20.163981			35.873074			81.629598			261.000000			0.000000			0.000000			
23.235122			34.073876			81.569307			261.000000			0.000000			0.000000			
23.471141			33.985970			80.584763			261.000000			0.000000			0.000000			
24.141316			32.650776			81.499514			261.000000			0.000000			0.000000			
